카테고리,바코드,제조사,상품명,제품 재질 1,제품 재질 2,제품 재질 3
라면,8801043014830,농심,농심신라면120G*5입,비닐류,,
라면,8801043015264,농심,농심올리브짜파게티140G*5입,비닐류,,
라면,8801043014786,농심,농심안성탕면125G*5입,비닐류,,
라면,8801045522265,오뚜기,오뚜기진라면매운맛120G*5입,비닐류,,
라면,8801043015011,농심,농심얼큰한너구리120G*5입,비닐류,,
라면,8801045522234,오뚜기,오뚜기진라면순한맛120G*5입,비닐류,,
라면,8809695251344,팔도,팔도 비빔면 4개입,비닐류,,
라면,8801043015684,농심,농심육개장사발면86G*6입,비닐류,스티로폼,
라면,8801043069663,농심,농심 신라면 더 레드 4개입,비닐류,,
라면,8801073143975,삼양식품,삼양_이춘삼짜장_128G*4입,비닐류,,
라면,8801045521077,오뚜기,오뚜기열라면120G*5입,비닐류,,
라면,8801073102545,삼양식품,삼양삼양라면120G*5입,비닐류,,
라면,8801043070126,(주)농심,농심 순하군 안성탕면 5개입,비닐류,,
라면,8801043015738,농심,농심신라면소컵65G*6입,비닐류,종이류,
라면,8801128503211,팔도,팔도왕뚜껑110G,플라스틱,스티로폼,
라면,8801045520759,오뚜기,오뚜기스낵면108G*5입,비닐류,,
라면,8801073140578,삼양식품,삼양불닭볶음면140G*5입,비닐류,,
라면,8801043047739,농심,농심신라면건면97G*5입,비닐류,,
라면,8801043015714,농심,농심신라면소컵65G,비닐류,,
라면,8801073210363,삼양식품,삼양불닭볶음면큰컵105G,비닐류,종이류,
라면,8801073211469,삼양식품,삼양까르보불닭볶음면큰컵105G,비닐류,종이류,
라면,8801043004282,농심,농심멸치칼국수98G*5입,비닐류,,
라면,8801043060370,농심,농심배홍동비빔면137G*4입,비닐류,,
라면,8801043021128,농심,농심김치사발면86G*6입,비닐류,스티로폼,
라면,8801043015653,농심,농심육개장사발면86G,비닐류,스티로폼,
라면,8801045662305,오뚜기,P)오뚜기_짜슐랭_145G*5입,비닐류,,
라면,8801043015981,농심,농심신라면큰사발114G,비닐류,종이류,
라면,8801045512518,(주)오뚜기,오뚜기 컵누들 마라탕 1개입,비닐류,종이류,
라면,8801045049182,오뚜기,오뚜기 마열라면 4개입,비닐류,,
라면,8801043015141,농심,농심오징어짬뽕124G*5입,비닐류,,
라면,8801045570419,오뚜기,오뚜기참깨라면큰컵110G,비닐류,종이류,
라면,8801043072038,농심,농심 먹태깡 큰사발 청양마요맛 1개입,비닐류,종이류,
라면,8801128503174,팔도,팔도도시락86G,비닐류,스티로폼,
라면,8801045526201,오뚜기,오뚜기참깨라면115G*4,비닐류,,
라면,8801043016070,농심,농심튀김우동큰사발111G,비닐류,종이류,
라면,8801043059794,농심,농심사천짜파게티137g*4입,비닐류,,
라면,8803060080805,백제물산,멸치맛쌀국수92G,비닐류,스티로폼,
라면,8801043014960,농심,농심순한너구리120G*5입,비닐류,,
라면,8801045522838,오뚜기,오뚜기진짬뽕130G*4입,비닐류,,
라면,8801128503488,팔도,팔도짬뽕왕뚜껑110G,플라스틱,스티로폼,
라면,8801043015967,농심,농심새우탕큰사발115G,비닐류,종이류,
라면,8801045570280,오뚜기,오뚜기진라면소컵매운맛65G*6입,비닐류,종이류,
라면,8801043036955,농심,농심사리면110G*5입,비닐류,,
라면,8801043015608,농심,농심짜파게티범벅70G,비닐류,종이류,
라면,8801045723297,오뚜기,오뚜기 김치라면 5개입,비닐류,,
라면,8801073142190,삼양식품,삼양식품까르보불닭볶음면130G*4입,비닐류,,
라면,8801045870212,오뚜기,오뚜기 오동통면 5개입,비닐류,,
라면,8801043015189,농심,농심진국쌀사리곰탕면110G*5입,비닐류,,
라면,8809296885221,팔도,팔도왕뚜껑110G*6,플라스틱,스티로폼,
라면,8801045571638,오뚜기,오뚜기진라면매운맛큰컵110G,비닐류,종이류,
라면,8801045571577,오뚜기,오뚜기컵누들매콤한맛37.8G,비닐류,종이류,
라면,8801045570105,오뚜기,오뚜기진라면소컵순한맛65G*6입,비닐류,종이류,
라면,8801128508865,팔도,팔도틈새라면빨계떡120G*5입,비닐류,,
라면,8801043015813,농심,농심튀김우동소컵62G,비닐류,종이류,
라면,8801128503235,팔도,팔도김치왕뚜껑110G,플라스틱,스티로폼,
라면,8801043056489,농심,농심신라면건면사발77G,비닐류,종이류,
라면,8801045480572,오뚜기,오뚜기 옛날잡채75G*4,비닐류,,
라면,8809695252037,팔도,팔도 진국설렁탕면 4개입,비닐류,,
라면,8801043041584,농심,농심신라면블랙134G*4입,비닐류,,
라면,8801043059824,농심,농심무파마탕면122G*4입,비닐류,,
라면,8801043015806,농심,농심새우탕소컵67G*6입,비닐류,종이류,
라면,8801043016049,농심,농심짜파게티큰사발123G,비닐류,종이류,
라면,8801043015622,농심,농심짜파게티범벅70G*6입,비닐류,종이류,
라면,8801043015639,농심,농심김치사발면86G,비닐류,스티로폼,
라면,8801085883241,호랑이,우불식당 즉석우동 1인분 221.5g,비닐류,,
라면,8801045571416,오뚜기,오뚜기스파게티컵120G,비닐류,종이류,
라면,8801043015776,농심,농심새우탕소컵67G,비닐류,종이류,
라면,8801045522982,오뚜기,오뚜기라면사리110G*5입,비닐류,,
라면,8801043812160,농심,농심튀김우동소컵62G*6입,비닐류,종이류,
라면,8801045571362,오뚜기,오뚜기진라면순한맛큰컵110G,비닐류,종이류,
라면,8801043032148,농심,농심짜왕134G*4입,비닐류,,
라면,8801043070881,농심,농심_신라면더레드큰사발_117G,비닐류,종이류,
라면,8801073142473,삼양식품,삼양짜짜로니140G*4입,비닐류,,
라면,8801073140530,삼양식품,삼양맛있는라면115G*5입,비닐류,,
라면,8801045571829,오뚜기,오뚜기튀김우동컵110G,비닐류,종이류,
라면,8801073142121,삼양식품,삼양식품삼양라면매운맛120G*5입,비닐류,,
라면,8801045572024,오뚜기,오뚜기컵누들매콤한맛37.8G*6입,비닐류,종이류,
라면,8809695252419,팔도,팔도 남자라면 115g*4입,비닐류,,
라면,8801073212596,삼양식품,삼양4가지치즈불닭볶음면큰컵100G,비닐류,종이류,
라면,8801045570068,오뚜기,오뚜기진라면소컵순한맛65G,비닐류,종이류,
라면,8801043020022,농심,농심감자면117G*5입,비닐류,,
라면,8801043041447,농심,농심신라면블랙사발101G,비닐류,종이류,
라면,8801043015691,농심,농심사리곰탕소컵61G,비닐류,종이류,
라면,8809695251412,팔도,팔도_킹뚜껑_110G,플라스틱,스티로폼,
라면,8801043015745,농심,농심오징어짬뽕소컵67G,비닐류,종이류,
라면,8801043016025,농심,농심육개장큰사발110G,비닐류,종이류,
라면,8801045571386,오뚜기,오뚜기라면볶이컵120G,비닐류,종이류,
라면,8801045571867,오뚜기,오뚜기컵누들우동38.1G,비닐류,종이류,
라면,8801043015943,농심,농심사리곰탕큰사발111G,비닐류,종이류,
라면,8801492383662,하림산업,하림 더미식 유니자장면 2개입,종이류,비닐류,
라면,8801045526317,오뚜기,오뚜기진비빔면156G*4,비닐류,,
라면,8801073140226,삼양식품,삼양간짬뽕140G*5입,비닐류,,
라면,8801128503693,팔도,팔도일품해물라면120G*5입,비닐류,,
라면,8801045572857,오뚜기,오뚜기참깨라면소컵65G*6입,비닐류,종이류,
라면,8801045570716,오뚜기,오뚜기열라면큰컵105G,비닐류,종이류,
라면,8801043066556,농심,농심_멸치칼국수사발_75G,비닐류,종이류,
라면,8801043043939,농심,농심해물안성탕면112G*5입,비닐류,,
라면,8801073212619,삼양식품,삼양 로제불닭볶음면 큰컵 105G,비닐류,종이류,
라면,8801045570082,오뚜기,오뚜기진라면소컵매운맛65G,비닐류,종이류,
라면,8801045572833,오뚜기,오뚜기참깨라면소컵65G,비닐류,종이류,
맥주,4901004006813,롯데아사히주류,아사히 수퍼 드라이(캔/500ML),캔류,,
맥주,8801858045661,오비맥주,카스 후레쉬(473ML*8/캔),캔류,,
맥주,4901004057044,마당쇠,아사히 수퍼드라이 생맥주캔 340ml,캔류,,
맥주,8801119241719,하이트진로,필라이트 후레쉬(1.6L/PET),플라스틱,,
